nama_sppg,alamat,provinsi,kab_kota,kecamatan,desa
"SPPG Bogor Tajurhalang Tonjong 4","Jl. Mutiara Kemang, Perum Mutiara Kemang, Blok D-6 Nomor 1:7 Dan 8, Tonjong, Kec. Tajurhalang, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","TAJURHALANG","TONJONG"
"SPPG Bogor Cigombong Pasirjaya","Villa kebon ashri , Jl. panyarang (sebrang mesjid bupati) , Desa pasir jaya , kec cigombong","JAWA BARAT","BOGOR","CIGOMBONG","PASIRJAYA"
"SPPG Bogor Cileungsi Cileungsi Kidul 2","Jl. Garuda, Cileungsi Kidul, Kecamatan Cileungsi, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","CILEUNGSI","CILEUNGSI KIDUL"
"SPPG Bogor Tamansari Tamansari 1","Desa Tamansari, Kecamatan Tamansari, Kabupaten Bogor, Provinsi Jawa Barat","JAWA BARAT","BOGOR","TAMANSARI","TAMANSARI"
"SPPG Bogor Rumpin Kampungsawah","Jl. Prada Samlawi, Kampung Sawah, Kecamatan Rumpin, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","RUMPIN","KAMPUNGSAWAH"
"SPPG Kota Bogor Bogor Barat Loji","GG. Pala no.105A RT.003/RW.001, Kelurahan Loji Kecamatan Bogor Barat Kota Bogor Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR BARAT","LOJI"
"SPPG Kota Bogor Bogor Barat Curug 2","Jalan Garuda D-9 Rt 001 Rw 05, Curug Mekar Bogor Barat, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR BARAT","CURUG"
"SPPG Bogor Caringin Lemah Duhur 3","Jl. Cikodok, Desa Lemahduhur, Kec. Caringin, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CARINGIN","LEMAH DUHUR"
"SPPG Bogor Bojong Gede Waringinjaya","Waringin Jaya, Kecamatan Bojong Gede, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","BOJONG GEDE","WARINGINJAYA"
"SPPG Bogor Kemang Atang Senjaya 2","Jl. Rusdarmoyo Rt 01 Rw 09, (Dapur 2), Kelurahan Atang Sendaya Kecamatan Kemang, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","KEMANG","ATANG SENJAYA"
"SPPG Bogor Rumpin Sukamulya","Kampung Malahpar Desa Sukamulya, Kecamatan Rumpin Rt 02/05 Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","RUMPIN","SUKAMULYA"
"SPPG Bogor Gunung Putri Nagrak","Jl. Alternatif Cibubur No.99, Nagrak, Gunung Putri, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","GUNUNG PUTRI","NAGRAK"
"SPPG Bogor Sukamakmur Wargajaya","Kampung Cihandeuleum, Rt1/Rw5. Desa Wargajaya, Kecamatan Sukamakmur, Kabupaten Bogor. Jawa Barat","JAWA BARAT","BOGOR","SUKAMAKMUR","WARGAJAYA"
"SPPG Bogor Bojong Gede Rawapanjang 2","Jl. Kampung Rawa Rt.01 Rw.08, Rawapanjang, Kec. Bojong Gede, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","BOJONG GEDE","RAWAPANJANG"
"SPPG Bogor Ciawi Banjar Waru","Jl. Veteran 3, Gang Saung Wira 1,Rt.02 / Rw 05 No.17, Banjar Waru, Kec. Ciawi, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIAWI","BANJAR WARU"
"SPPG Kota Bogor Bogor Selatan Mulya Harja 2","Jl. Cibeureum Gang Sekolahan No.29 Rt 003 Rw 003, Kel. Mulyaharja, Kecamatan Bogor Selatan, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR SELATAN","MULYA HARJA"
"SPPG Bogor Ciampea Ciampea Udik","Kampung Caringin Jangkung Rt 02 Rw 04, Ciampea Udik, Kec. Ciampea, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIAMPEA","CIAMPEA UDIK"
"SPPG Kota Bogor Bogor Tengah Tegallega","Komplek IPB Baranangsiang 3 Blok H No. 17, TEGALLEGA, BOGOR TENGAH, KOTA BOGOR, JAWA BARAT","JAWA BARAT","KOTA BOGOR","BOGOR TENGAH","TEGALLEGA"
"SPPG Kota Bogor Bogor Barat Bubulak 1","Jl. Raya Bubulak, RT.02/RW.11, BUBULAK, BOGOR BARAT, KOTA BOGOR, JAWA BARAT","JAWA BARAT","KOTA BOGOR","BOGOR BARAT","BUBULAK"
"SPPG Bogor Caringin Cinagara","Jl. Kabupaten Rt 002 Rw O3, Cinagara, Kec. Caringin Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CARINGIN","CINAGARA"
"SPPG Bogor Parung Iwul 2","Kampung Lengkong Barang Desa Iwul, Rt 03 Rw 03 No. 14 Kecamatan Parung, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","PARUNG","IWUL"
"SPPG Bogor Cibinong Tengah","Kp. Cipayung, Desa Tengah, Kecamatan Cibinong, Kabupaten Bogor, Jawa Barat, Tengah, Cibinong, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIBINONG","TENGAH"
"SPPG Kota Bogor Tanah Sareal Tanah Sareal 2","Jl. Raya Taman Cimanggu No 9 RT 003 RW 001 Kelurahan Kedung Waringin Kecamatan Tanah Sareal Kota Bogor","JAWA BARAT","KOTA BOGOR","TANAH SAREAL","TANAH SAREAL"
"SPPG Bogor Leuwisadeng Sadeng 4","Pondok Pesantren Mama Bakry Sadeng, Jl. Raya Sadeng No.09 Rt 01 Rw 01, Sadeng, Kec. Leuwisadeng, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","LEUWISADENG","SADENG"
"SPPG Kota Bogor Bogor Barat Curug Mekar 2","Jl. Sedap Malam Raya No.35, Rt.01/Rw.08, Curugmekar, Kecamatan Bogor Barat Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR BARAT","CURUG MEKAR"
"SPPG Bogor Cibungbulang Dukuh 2","Jl. Raya Leuwiliang, Dukuh, Kec. Cibungbulang, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIBUNGBULANG","DUKUH"
"SPPG Bogor Babakan Madang Bojong Koneng","Kp. Gunung Batu Babakan, RT. 03 RW. 08 Desa Bojong Koneng","JAWA BARAT","BOGOR","BABAKAN MADANG","BOJONG KONENG"
"SPPG Bogor Cibinong Nanggewer 5","Jl. Sirojul Munir No. 88 Rt 01 Rw 07, Nanggewer, Kec. Cibinong, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIBINONG","NANGGEWER"
"SPPG Bogor Cibinong Nanggewer Mekar 2","Jl. Soka No.24 Rt.02 Rw.04, Nanggewer Mekar, Kec. Cibinong, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIBINONG","NANGGEWER MEKAR"
"SPPG Kota Bogor Bogor Barat Loji 3","Gang Pala 2, No.105A, RT. 003, RW. 001, Kelurahan Loji, Kecamatan Bogor Barat, Kota Bogor Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR BARAT","LOJI"
"SPPG Bogor Tenjolaya Tapos I 2","Kampung Babakan Rt 001 Rw 007 Desa Tapos Satu, Kecamatan Tenjolaya, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","TENJOLAYA","TAPOS I"
"SPPG Bogor Gunung Putri Wanaherang","Jl. Raya Cikuda Wanaherang, No 27 Gedung A, Rt 004 Rw 002, Desa Wanaherang, Kec. Gunung Putri, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","GUNUNG PUTRI","WANAHERANG"
"SPPG Bogor Parung Bojongindah","Bojong Indah No 26, Rt 16 Rw 03, Bojong Indah, Kecamatan Parung, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","PARUNG","BOJONGINDAH"
"SPPG Bogor Jasinga Jasinga","Kampung Babakan No 50 Rt 03 Rw 04, Jasinga, Kec. Jasinga, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","JASINGA","JASINGA"
"SPPG Kota Bogor Bogor Tengah Paledang 2","Jl. Selot No.34 Rt004/Rw05, Paledang, Bogor Tengah, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR TENGAH","PALEDANG"
"SPPG Kota Bogor Bogor Timur Katulampa 3","Jl. Parung Banteng No.17 Katulampa, Kec. Bogor Timur, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR TIMUR","KATULAMPA"
"SPPG Kota Bogor Tanah Sareal Kedung Badak 3","Jl. Raya Cilebut Kedung Badak No.7 Rt 4/13 Kel Kedung Badak Kec Tanah Sareal Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","TANAH SAREAL","KEDUNG BADAK"
"SPPG Bogor Dramaga Neglasari","Jalan Cihideung Kecil RT 03 RW 04","JAWA BARAT","BOGOR","DRAMAGA","NEGLASARI"
"SPPG Bogor Rumpin Kampungsawah 3","Kavling B, Kampung Bojong, Rt.07/Rw.02, Desa Kampung Sawah, Kecamatan Rumpin, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","RUMPIN","KAMPUNGSAWAH"
"SPPG Bogor Citeureup Puspasari 2","Kav Deptan No.121 , Rt01 03, Karanggan, Puspasari, Kec. Citeureup, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CITEUREUP","PUSPASARI"
"SPPG Bogor Pamijahan Gunung Bunder I","Sindang Pala (Gunung Bunder 1), Kp. Mesjid RT. 001 RW. 005 Desa Gunung Bunder 1, Kecamatan Pamijahan, Kabupaten Bogor","JAWA BARAT","BOGOR","PAMIJAHAN","GUNUNGBUNDER I"
"SPPG Kota Bogor Bogor Utara Tanah Baru 5","Jl. Tasmania Raya No. 17 Rt 007 Rw 005, Tanah Baru, Kecamatan Bogor Utara, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR UTARA","TANAH BARU"
"SPPG Bogor Gunung Putri Ciangsana 3","Kota Wisata Cibubur, Jl. Barcelona Raya Blok Sb1 No. 40 Kelurahan Ciangsana, Kecamatan Gunung Putri, Kabupaten Bogor, Provinsi Jawa Barat","JAWA BARAT","BOGOR","GUNUNG PUTRI","CIANGSANA"
"SPPG Bogor Leuwisadeng Sadeng 3","Jl. Raya Paku Sadeng Rt 007 Rw 004, Sadeng, Kec. Leuwisadeng, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","LEUWISADENG","SADENG"
"SPPG Majalengka Ligung Cibogor","Blok Jumat Rt. 002 Rw. 004 No. 35, Cibogor, Ligung, Kab. Majalengka, Jawa Barat","JAWA BARAT","MAJALENGKA","LIGUNG","CIBOGOR"
"SPPG Bogor Pamijahan Pamijahan 3","Kampung Babakan Pamijahan Rt 003 Rw 002, Desa Pamijahan, Kecamatan Pamijahan, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","PAMIJAHAN","PAMIJAHAN"
"SPPG Bogor Jonggol Sukasirna","Jl. Letkol Murlin No. 62, Kp. Menan RT.001/RW.005, Ds. Sukamaju, Kec. Jonggol, Kab. Bogor - Jawa Barat.","JAWA BARAT","BOGOR","JONGGOL","SUKASIRNA"
"SPPG Kota Bogor Bogor Selatan Rancamaya 2","Rt 01 Rw 01, Rancamaya, Kecamatan Bogor Selatan, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR SELATAN","RANCAMAYA"
"SPPG Bogor Tamansari Tamansari 4","Jl. Tamansari Rt 002 Rw 004 Desa Tamansari, Kec. Tamansari, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","TAMANSARI","TAMANSARI"
"SPPG Bogor Dramaga Dramaga 2","Jl. Raya Lintas Dramaga Rt. 02/02 Lebak Sari Desa Dramaga, Kecamatan Dramaga, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","DRAMAGA","DRAMAGA"
"SPPG Kota Bogor Tanah Sareal Mekar Wangi 4","Jl. Kh Ahmad Sya`yani Sumurwangi Rt03 Rw05 Kelurahan Mekarwangi, Kecamatan Tanah Sareal Bogor, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","TANAH SAREAL","MEKAR WANGI"
"SPPG Bogor Parung Panjang Kabasiran 2","Kelurahan Kabasiran, Kecamatan Parungpanjang, Kabupaten Bogor, Provinsi Jawa Barat","JAWA BARAT","BOGOR","PARUNG PANJANG","KABASIRAN"
"SPPG Bogor Parung Warujaya 3","Jalan H Nawi Gang Serius RT 01 / RW 03 Lembah Puri Husada, Kelurahan Warujaya, Kecamatan Parung, Kabupaten Bogor, Provinsi Jawa Barat","JAWA BARAT","BOGOR","PARUNG","WARUJAYA"
"SPPG Bogor Cibungbulang Cemplang","Jl. Salayu, Rt.20/Rw.05, Cemplang, Kecamatan Cibungbulang, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIBUNGBULANG","CEMPLANG"
"SPPG Bogor Cariu Cariu 3","Jl. TEGALRACAK RT/RW 024/006 DESA CARIU KECAMATAN CARIU KAB. BOGOR 16840","JAWA BARAT","BOGOR","CARIU","CARIU"
